2,11,13,16,35,38
3,15,18,22,24,38
3,7,11,25,33,42
6,7,19,23,32,42
9,15,16,21,38,45
4,14,23,28,29,31
8,26,27,39,41,42
5,7,12,14,35,44
7,9,17,24,40,44
12,16,19,29,40,43
12,14,16,18,28,39
15,21,31,32,43,45
1,3,4,29,32,33
9,26,31,33,36,37
6,13,19,34,36,37
17,27,28,37,38,42
8,14,20,34,35,42
7,10,23,32,33,44
7,10,26,28,29,39
7,13,18,21,24,31
4,27,29,31,34,36
8,9,15,20,32,36
2,15,20,25,31,44
17,21,22,33,41,42
5,13,22,23,34,36
3,7,13,33,41,44
1,4,16,28,31,40
9,10,20,21,27,43
6,8,24,25,34,40
5,19,22,27,32,37
2,3,6,11,17,38
14,17,34,37,38,40
5,8,9,14,24,38
2,5,14,16,29,39
1,5,13,25,28,35
7,16,28,31,37,40
8,19,20,24,29,38
4,8,12,16,21,28
3,14,25,26,31,43
4,6,12,23,26,42
7,13,14,28,33,45
3,9,27,31,34,38
12,17,40,42,43,44
2,7,19,21,22,25
2,11,12,26,39,45
13,15,16,26,35,36
3,16,23,26,30,32
1,20,24,30,33,44
13,15,17,28,31,36
1,2,8,30,36,37
12,13,26,28,34,36
6,8,9,24,37,43
7,14,19,29,39,45
4,5,15,16,34,42
11,22,26,29,42,43
5,13,18,33,34,37
3,24,29,35,38,45
13,14,24,31,42,43
6,25,33,38,41,45
6,16,28,33,37,40
5,10,18,27,28,38
10,12,33,35,37,40
1,9,28,30,36,37
15,20,26,36,40,42
2,9,16,22,41,43
22,28,36,37,40,43
13,19,20,21,38,39
1,23,31,36,37,39
1,7,8,16,30,32
1,4,13,19,22,36
2,13,36,42,43,44
11,19,32,35,36,37
1,4,10,13,22,27
3,6,32,34,35,41
5,8,13,26,31,44
14,15,25,30,31,43
1,14,22,36,40,43
17,18,29,32,33,35
2,3,15,29,32,36
9,13,16,24,31,43
1,6,22,25,29,40
1,13,19,22,23,43
4,14,19,23,27,41
13,24,27,37,38,40
4,9,21,25,38,44
1,4,20,23,29,37
7,14,26,28,32,44
2,4,12,22,31,32
1,12,13,16,25,28
6,23,25,32,33,35
10,17,20,21,32,33
12,13,15,32,38,44
10,17,27,33,38,45
18,22,30,31,35,41
9,13,26,27,31,33
4,20,21,26,35,38
10,19,30,32,41,42
18,23,27,28,30,37
19,23,28,29,31,34
1,8,30,31,34,45
5,15,20,26,32,43
25,30,36,37,43,44
3,14,21,34,38,45
2,8,28,34,43,45
21,22,32,37,39,44
21,25,27,36,42,44
3,15,16,28,39,44
6,20,35,36,40,43
3,5,7,28,34,40
1,8,14,16,27,41
3,16,23,32,34,45
11,13,15,20,28,42
10,11,16,29,31,42
18,25,27,29,30,33
3,9,22,31,33,37
13,16,18,33,42,43
10,26,30,33,35,36
4,7,10,27,30,45
2,9,19,33,35,43
7,14,24,32,34,43
7,9,11,14,23,43
7,10,12,13,32,39
7,11,25,32,41,43
20,21,24,31,37,45
6,18,34,36,41,42
6,14,23,24,28,37
2,19,26,28,33,39
1,5,31,37,42,43
8,26,30,31,38,45
1,8,21,22,24,40
16,26,27,29,30,43
10,14,30,37,41,43
6,19,24,27,34,36
5,16,18,33,38,43
1,18,27,32,34,39
19,22,31,32,33,42
16,20,28,30,34,36
4,10,18,32,37,45
6,14,16,23,37,42
6,13,21,29,34,40
4,7,18,21,27,39
3,8,11,18,25,35
1,3,4,9,13,23
5,23,30,33,36,40
4,7,20,24,35,36
5,6,8,13,21,27
2,11,18,27,30,38
22,26,27,37,38,45
12,26,34,35,36,43
6,8,24,28,31,40
17,19,27,29,36,45
9,11,28,33,36,42
7,15,21,32,37,44
2,14,19,20,40,43
1,3,19,23,31,33
2,6,17,29,34,39
4,7,24,26,37,41
6,7,22,30,40,44
7,12,14,39,43,44
9,13,16,41,43,44
9,13,30,33,34,38
6,8,16,25,30,37
8,11,13,16,33,42
28,31,32,39,41,44
15,21,24,32,37,41
4,10,14,19,29,45
8,9,19,37,39,44
14,17,25,29,34,37
13,18,33,35,38,40
1,2,9,31,35,36
2,17,26,28,38,40
13,19,21,24,33,45
21,25,34,37,40,41
18,28,37,43,44,45
10,13,17,18,26,27
6,28,38,40,43,44
5,7,10,15,17,22
6,14,25,27,31,40
3,9,10,19,25,31
4,8,19,20,42,44
14,17,18,22,38,44
7,28,29,36,37,44
19,28,32,36,41,44
2,6,15,19,33,42
10,15,28,32,35,45
14,26,34,37,39,42
6,9,13,15,22,40
1,14,16,21,22,34
8,13,16,32,33,44
4,13,18,22,25,45
3,15,17,31,37,44
6,9,14,32,41,43
7,10,15,29,31,40
1,14,19,23,30,39
4,7,20,21,31,44
13,21,26,27,33,38
6,11,16,20,40,42
1,14,17,30,34,37
13,19,30,38,42,45
9,15,16,24,44,45
2,4,5,24,34,41
11,15,21,26,29,30
9,21,22,30,36,37
16,21,25,27,31,43
4,5,15,29,38,39
5,14,18,22,25,44
1,15,27,28,34,45
1,4,11,24,26,39
8,14,18,27,33,36
3,9,15,21,28,36
6,11,12,19,31,43
3,8,21,33,40,43
7,14,34,35,36,39
3,23,24,29,31,33
10,11,19,24,27,31
3,4,12,16,24,45
12,27,28,29,40,41
7,13,20,30,40,41
1,3,22,28,36,41
4,5,20,35,37,41
13,23,24,29,34,38
1,24,33,36,38,42
3,6,7,19,21,31
1,4,7,11,16,25
5,11,12,19,26,29
3,6,13,21,26,41
3,9,10,28,41,42
7,8,13,19,21,23
11,12,15,17,33,38
5,6,18,32,34,40
1,7,9,16,20,39
8,9,14,24,32,34
17,24,26,40,44,45
13,15,18,27,35,44
7,14,20,24,29,41
2,27,29,35,40,44
2,18,24,28,30,42
3,17,25,27,34,43
3,17,22,25,35,38
4,12,17,29,30,37
1,12,19,25,26,31
1,22,25,28,43,45
17,30,31,32,44,45
6,10,30,35,39,43
9,10,23,34,36,40
7,17,22,25,34,45
5,14,27,32,33,44
5,10,19,20,36,38
6,9,12,20,21,26
1,2,8,26,29,45
20,21,26,37,41,42
7,9,15,28,35,36
1,2,6,12,15,37
4,9,14,32,37,43
2,10,27,31,32,33
7,10,26,28,43,45
10,23,24,26,32,39
5,12,25,33,38,40
20,27,29,33,38,43
12,16,18,23,27,34
2,9,13,23,29,38
16,18,22,27,39,41
1,2,7,8,24,42
6,10,19,28,31,35
9,14,22,23,27,39
12,15,16,34,42,44
8,11,12,22,34,37
8,13,16,25,36,44
1,7,14,24,28,39
1,8,11,13,14,33
8,14,33,38,39,42
13,19,25,33,34,40
2,7,23,25,41,43
7,10,15,23,25,32
11,20,30,33,35,44
11,15,24,29,39,41
22,24,28,30,35,44
4,8,14,20,27,30
6,11,27,32,36,40
12,13,25,35,41,45
23,25,27,34,36,37
2,8,12,15,30,35
16,27,29,34,36,42
11,18,23,25,29,31
3,5,9,12,30,43
5,7,14,32,37,41
2,6,10,16,25,31
12,15,27,28,29,44
10,11,21,24,32,34
4,8,32,33,35,38
5,9,10,17,28,31
14,24,29,34,38,45
3,4,14,16,34,35
5,6,14,22,37,44
1,2,7,10,17,19
14,18,22,24,27,39
1,11,18,20,44,45
1,7,11,19,24,42
9,18,19,28,29,33
21,28,32,40,41,43
11,25,32,35,38,44
3,11,15,18,22,43
2,9,16,32,35,45
4,5,6,14,30,41
5,10,20,36,37,43
1,5,16,37,38,45
1,4,5,15,31,41
6,12,17,18,20,43
1,3,20,21,22,28
4,9,13,17,28,41
21,25,34,39,41,44
4,7,11,15,18,43
1,10,14,26,42,44
3,10,19,22,27,45
6,10,14,15,25,30
3,14,15,16,23,42
5,7,8,16,28,37
13,19,20,21,40,42
3,8,12,18,30,43
1,19,23,27,30,44
8,9,18,22,26,40
7,22,23,26,29,45
2,29,34,35,41,43
13,19,22,26,30,32
5,9,11,17,32,39
2,14,22,30,33,36
1,8,11,22,32,41
6,13,15,17,28,31
2,13,27,31,38,40
6,9,17,23,26,45
4,6,27,33,39,45
5,27,29,31,38,43
2,13,14,17,25,30
7,8,22,24,29,31
1,4,5,22,30,38
7,13,22,23,31,40
3,6,10,28,30,42
3,17,18,28,33,38
7,11,13,14,32,44
2,15,20,33,37,41
8,11,22,38,39,44
1,4,29,39,43,44
8,10,25,35,36,37
9,16,22,28,31,36
18,26,28,33,40,44
1,4,5,29,40,43
8,14,21,32,34,35
7,9,16,19,38,42
11,23,28,31,38,39
4,30,31,33,35,38
2,7,8,14,15,36
6,7,10,12,21,38
2,19,24,33,36,39
3,6,19,27,40,44
10,13,14,23,33,37
3,7,14,18,27,34
4,6,13,28,29,43
2,3,10,22,24,32
8,20,23,25,26,34
2,9,12,15,24,45
9,16,22,24,36,44
1,10,15,16,28,31
2,20,24,25,33,41
8,9,13,18,21,35
8,11,16,24,27,37
5,10,14,22,31,40
9,16,17,32,42,44
3,4,16,35,36,38
1,16,25,30,40,42
1,5,22,25,36,40
17,33,36,37,43,44
5,17,23,27,32,42
5,6,15,16,23,40
4,8,13,21,27,45
13,16,22,28,39,40
3,17,31,38,44,45
3,6,7,18,39,44
2,5,10,18,41,42
10,17,21,25,28,29
13,20,22,33,36,44
9,14,16,28,29,38
3,4,24,26,42,45
1,4,15,26,39,40
6,9,10,33,35,39
3,23,24,28,34,44
6,7,21,28,39,41
2,4,8,9,21,27
11,18,19,23,24,38
4,6,18,31,39,43
2,4,17,19,35,39
1,29,30,35,40,43
7,8,11,19,33,37
3,24,25,27,32,42
6,9,11,28,30,31
5,7,29,32,35,43
5,12,20,26,32,37
10,12,20,21,28,39
2,6,10,17,28,34
6,14,17,26,35,37
2,11,13,14,21,38
11,15,21,26,41,45
2,3,11,13,43,45
10,16,22,27,42,45
3,9,23,29,32,39
1,14,23,25,27,32
1,8,20,29,34,43
1,8,22,31,32,44
3,11,22,25,26,28
4,6,24,28,32,37
22,26,27,29,41,42
7,12,18,30,37,39
7,13,19,22,35,36
11,14,21,22,25,39
9,27,30,38,40,45
4,17,21,26,27,30
7,13,20,25,29,40
2,5,10,23,32,37
6,11,14,15,27,43
11,21,24,25,38,42
16,23,25,33,35,45
5,15,35,38,39,42
6,23,29,30,35,39
1,11,12,14,26,44
27,28,29,33,40,43
27,30,35,36,40,43
7,15,25,33,38,39
1,4,10,30,33,45
3,9,22,34,42,43
1,9,14,22,35,38
1,2,10,13,29,39
3,24,26,31,38,43
3,21,26,35,40,43
1,14,25,37,43,44
5,6,10,16,17,33
4,14,30,37,44,45
4,9,16,29,31,41
8,9,13,17,20,42
1,14,23,24,32,41
4,7,8,10,30,44
8,15,30,33,35,39
1,2,10,14,23,27
1,13,20,27,34,39
10,13,16,23,34,42
1,3,24,36,44,45
4,6,8,9,12,15
2,12,15,34,40,42
13,20,27,30,32,37
4,20,26,35,38,45
1,15,23,30,36,39
5,8,12,22,34,43
5,18,24,29,37,38
2,16,19,27,29,30
2,4,9,20,26,41
3,20,25,37,38,41
7,17,26,33,34,37
5,6,23,32,41,44
1,5,11,21,27,30
11,12,24,28,33,38
8,20,26,27,37,42
15,28,31,35,40,42
5,19,21,24,26,44
13,14,19,27,42,44
11,12,28,30,33,45
3,21,26,34,40,44
1,11,13,18,21,43
2,11,27,33,42,44
10,14,19,21,22,35
2,6,16,35,41,43
4,11,17,26,36,45
3,4,19,25,35,41
1,10,17,18,22,36
12,16,23,33,41,43
4,8,14,21,31,43
21,22,29,39,43,44
1,7,14,28,32,42
3,5,6,7,12,45
10,14,22,24,25,30
17,18,19,22,43,45
1,7,12,18,31,44
4,8,14,16,39,43
3,24,28,29,32,36
8,20,26,36,38,43
1,9,23,28,31,38
5,19,21,22,33,41
8,12,15,21,29,45
7,17,18,25,36,39
6,16,21,26,39,42
15,20,27,28,38,40
22,24,27,29,35,37
2,12,15,20,22,25
13,14,19,23,25,32
12,14,15,23,27,37
7,14,17,21,23,27
5,6,25,35,37,38
2,3,12,27,30,31
11,19,28,32,37,38
6,11,13,16,32,35
3,8,17,18,22,25
1,19,26,31,34,44
9,21,35,37,39,42
14,24,29,32,40,41
2,21,27,32,35,45
3,6,9,36,37,43
1,2,11,16,37,39
5,20,31,35,36,43
16,21,28,35,43,45
7,16,33,34,37,45
9,16,18,23,28,36
1,12,13,23,25,33
2,36,37,40,41,43
3,8,15,28,39,45
6,8,16,24,31,42
6,10,12,24,27,31
11,15,21,25,41,45
5,10,22,30,32,35
3,8,15,18,22,26
2,7,10,14,42,43
7,22,27,31,37,40
6,12,22,26,37,42
5,10,12,24,38,42
15,19,30,35,40,41
5,10,16,37,40,42
3,4,11,13,22,29
6,28,31,38,40,43
4,19,20,21,24,25
4,7,8,27,37,45
5,14,22,25,27,40
15,16,19,31,34,35
3,14,21,29,36,43
8,9,11,16,17,20
9,22,24,29,34,41
6,9,15,25,27,33
4,10,16,26,28,45
9,20,26,28,34,41
1,13,22,23,30,40
2,5,12,24,29,32
4,8,22,24,35,37
2,4,14,28,31,40
10,23,31,33,35,40
12,23,28,30,33,43
2,5,11,12,27,42
2,6,24,33,34,36
7,13,17,18,21,42
11,12,20,21,24,37
1,10,18,29,33,44
2,11,20,27,38,41
5,7,13,19,21,26
2,7,15,26,27,32
9,19,26,29,32,44
10,22,26,33,36,38
10,17,19,20,24,25
13,17,18,26,27,32
8,12,13,15,21,36
1,9,23,24,34,45
14,24,26,28,30,36
7,9,10,18,27,45
1,8,15,17,19,24
3,5,10,21,24,43
13,23,32,37,41,43
2,6,8,9,21,42
12,17,23,30,37,44
7,8,18,27,33,44
8,10,16,29,37,39
2,6,12,28,33,41
6,8,11,13,29,39
15,26,29,32,42,45
4,6,21,27,29,43
